Cod. Plan,Nombre Plan de negocio,Programa,Cliente,Comprador,Producto,Sub producto,Departamento,Provincia,Distrito,Ejecutado,,,,,Proyectado,,,,
,,,,,,,,,,Ventas,Venta Exportacion,Beneficiarios,Jornales,Inversion,Ventas,Venta Exportacion,Beneficiarios,Jornales,Inversion
MOQ-2016-17,MEJORA DE LA GESTION DE ASEGURAMIENTO DE LA CALIDAD DE PALTA HASS Y FUERTE PARA SU EXPORTACION DE LA PROVINCIA MARISCAL NIETO,PALTA Y OTROS FRUTALES,ASOCIACION DE PRODUCTORES DE PALTA MOQUEGUA,,PALTA,PALTA HASS Y FUERTE,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,,0,0,0,0,0,450000,150,0,0
MOQ-2016-09,IMPLEMENTACION DE BPA Y MEJORAMIENTO DE LA COMPETITIVIDAD COMERCIAL DE LA LINEA DE UVA DE MESA (VAR. RED GLOBE) DE LA PROVINCIA DE MCAL NIETO EN LA RE,PALTA Y OTROS FRUTALES,ASOCIACION DE VITIVINICULTORES DE MOQUEGUA,,UVA DE MESA,UVA DE MESA ROJO,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,1798500,0,75,1380,0,1500000,200000,45,0,0
MOQ-2016-08,"MEJORAMIENTO DE LAS CAPACIDADES TECNOL”GICAS EN LA PRODUCTIVIDAD, POST PRODUCCI”N Y COMERCIALIZACI”N DE OR…GANO DE LA ASOCIACI”N DE PRODUCTORES PARA L",OTROS,ASOCIACIÛN DE PRODUCTORES PARA LA AGROEXPORTACIÛN DE PUQUINA,,OREGANO DESHIDRATADO EN HOJAS,OREGANO,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,310112,310112,58,1180,0,0,250000,40,360,0
MOQ-2016-10,"MEJORAMIENTO DE LAS CAPACIDADES TECNOL”GICAS EN LA PRODUCTIVIDAD, POST PRODUCCI”N Y COMERCIALIZACI”N DE OR…GANO DE LA LINEA DE OREGANO DESHIDRTADO EN",OTROS,ASOCIACION DE PRODUCTORES AGROPECUARIOS SUMAC LLANKAY,,OREGANO DESHIDRATADO EN HOJAS,OREGANO,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,173290,173290,34,990,0,0,150000,25,250,0
PAS-2016-01,MEJORAR LOS NIVELES DE PRODUCCIÛN Y CALIDAD DE LOS GANADEROS DE CODO DE POZUZO,GANADERIA ALTOANDINA,MATADERO FRIGORÌFICO INDUSTRIAL OXAPAMPA S.A (MAFROX SA),,CARNE DE VACUNO,CARNE EN CORTES Y EMPACADA AL VACÌO,PASCO,OXAPAMPA,POZUZO,18410083.93,0,0,0,0,23000000,,70,0,0
PAS-2016-02,MEJORAMIENTO DE LA CALIDAD DE LA GRANADILLA CON FINES DE COMERCIALIZACIÛN Y EXPORTACIÛN.,PALTA Y OTROS FRUTALES,CORPORACIÛN AGROPECUARIA YANACHAGA CHEMILLEN DE OXAPAMPA - CAYCOXA,,GRANADILLA,GRANADILLA,PASCO,OXAPAMPA,OXAPAMPA,687779,0,0,0,0,380000,,55,0,0
PAS-2016-03,FORTALECIMIENTO DE LA CADENA PRODUCTIVA DE QUESOS MADUROS EN LA REGIÛN PASCO,QUESOS MADUROS,INVERSIONES PERUALP S.A,,DERIVADOS LACTEOS,QUESOS MADURADOS,PASCO,OXAPAMPA,POZUZO,5669862.47,0,0,0,0,4500000,,70,0,0
PAS-2016-04,ARTICULACIÛN DEL CAFÈ YANESHA CON LOS REQUERIMIENTOS SOLICITADOS DE LOS MERCADOS DE EXPORTACIÛN,CAFE,CENTRAL DE PRODUCTORES YANESHAS - CEPRO YANESHA,,CAFE,CAFE ORO,PASCO,OXAPAMPA,VILLA RICA,1824719.263,0,0,0,0,1300000,,75,0,0
PAS-2016-05,"COMERCIALIZACI”N DE CAF… CON DENOMINACI”N DE ORIGEN PERUANA (INDECOPI) ""CAFÈ VILLA RICA",CAFE,CONCEJO REGULADOR DE DENOMINACION DE ORIGEN CAFE VILLA RICA,,CAFE CON DENOMINACION DE ORIGEN,CAFE CON DENOMINACION DE ORIGEN,PASCO,OXAPAMPA,VILLA RICA,,0,0,0,0,790000,,400,0,0
PAS-2016-10,MEJORA DE LA PRODUCCIÛN Y COMERCIALIZACIÛN DE LA TRUCHA ARCO IRIS DE LA REGIÛN PASCO,TRUCHA,ASOCIACIÛN DE PRODUCTORES ACUÌCOLAS DE PASCO.,,TRUCHA,TRUCHA FRESCA,PASCO,PASCO,NINACACA,414360,0,0,0,0,330000,,11,0,0
PAS-2016-06,PROCESAMIENTO Y ARTICULACIÛN COMERCIAL DE LA FIBRA DE ALPACA CON VALOR AGREGADO CON PRODUCTORES ALPAQUEROS DE PASCO,GANADERIA ALTOANDINA,"COOPERATIVA SAN ANTONIO DE RANCAS, SOCIEDAD PERUANA DE CRIADORES DE ALPACA PASCO SPAR PASCO Y ASOCIACIÛN DE PRODUCTORES PECUARIOS WERPH SAMA - LOS AND",,FIBRA DE ALPACA,FIBRA DE ALPACA,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,,0,0,0,0,520000,,45,0,0
PAS-2016-09,DESARROLLO PRODUCTIVO Y COMERCIAL DEL CAFÈ CON LA FEDERACIÛN CAFETALERA DEL DISTRITO DE VILLA RICA,CAFE,FEDERACI”N CAFETALERA DEL DISTRITO DE VILLA RICA - FECAVIR,,CAFE,CAFE PERGAMINO,PASCO,OXAPAMPA,VILLA RICA,,0,0,0,0,220000,,600,0,0
PAS-2016-12,ASISTENCIA TÈCNICA PARA LA MEJORA DE CALIDAD Y COMERCIALIZACIÛN DE CACAO,CACAO,COOPERATIVA AGROINDUSTRIAL SAN CORE DE PALCAZU,,CACAO,CACAO SOSTENIBLE,PASCO,OXAPAMPA,PALCAZU,353811.28,0,0,0,0,1300000,,150,0,0
PAS-2016-13,MEJORA DE CALIDAD Y COMERCIALIZACIÛN DE CACAO,CACAO,ASOCIACI”N DE PRODUCTORES AGROPECUARIOS DE LAS COMUNIDADES DEL VALLE PICHIS,,CACAO,GRANO DE CACAO,PASCO,OXAPAMPA,PUERTO BERMUDEZ,,0,0,0,0,2100000,,250,0,0
PAS-2016-20,MEJORAMIENTO DE LA PRODUCCI”N PRODUCTIVA Y CALIDAD DEL ROCOTO PARA SU COMERCIALIZACION A PRECIOS DIFERENCIADOS,OTROS,ASOSIACIÛN DE PRODUCTORES ROCOTEROS DE VILLA RICA YANESHA,,ROCOTO,ROCOTO,PASCO,OXAPAMPA,VILLA RICA,,0,0,0,0,400000,,90,0,0
PAS-2016-21,FORTALECIMIENTO DE LA CALIDAD Y PRODUCCIÛN DEL CACAO SECO.,CACAO,ASOCIACION DE PEQUE—OS PRODUCTORES AGROECOLOGICOS LAGUNA RAYA (APPALAR),,CACAO,CACAO SECO,PASCO,OXAPAMPA,PALCAZU,,0,0,0,0,240000,,54,0,0
PAS-2016-22,PRODUCCIÛN Y COMERCIALIZACIÛN DEL CAFÈ ORG·NICO DE VILLA RICA,CAFE,CENTRAL UNITARIA DE ASOCIACIONES AGRARIAS DE VILLA RICA CUNAVIR,,CAFE,CAFE ORGANICO,PASCO,OXAPAMPA,VILLA RICA,,0,0,0,0,1500000,,140,0,0
PIU-2016-02,"MEJORAMIENTO DEL SISTEMA DE CONTROL DE CALIDAD ORGANICA Y PROCESOS POSTCOSECHA DEL CACAO AROMATICO, ORIENTADO PARA EL MERCADO INTERNACIONAL Y PRECIO J",CACAO,COOPERATIVA AGRARIA NORANDINO LTDA,,CACAO,CACAO,PIURA,MORROPON,SAN JUAN DE BIGOTE,0,0,378,0,0,"5,500,000",,380,0,0
PIU-2016-03,"MEJORAMIENTO DEL SISTEMA DE CONTROL DE CALIDAD ORGANICA Y PROCESOS POSTCOSECHA DEL CACAO AROMATICO, ORIENTADO PARA EL MERCADO INTERNACIONAL Y PRECIO J",CACAO,COOPERATIVA AGRARIA NORANDINO LTDA,,CACAO,CACAO ORGANICO,PIURA,MORROPON,MORROPON,1649279.998,1649279.998,378,0,0,"7,100,000",,380,0,0
PIU-2016-04,DESARROLLO APLICATIVO DE LA TECNICA DE CONTROL DE CALIDAD DEL PROCESO POST COSECHA Y MEJORAMIENTO DE LAS CARACTERISTICAS FISICOQUIMICAS DE LA PANELA O,OTROS,COOPERATIVA AGRARIA NORANDINO LTDA,,CAÒA DE AZUCAR,PANELA ORGANICA,PIURA,AYABACA,SUYO,34641970.92,34641970.92,253,0,0,"4,177,500",,250,0,0
PIU-2016-05,DESARROLLO APLICATIVO DE LA TECNICA DE CONTROL DE CALIDAD DEL PROCESO POST COSECHA Y MEJORAMIENTO DE LAS CARACTERISTICAS FISICOQUIMICAS DE LA PANELA O,OTROS,COOPERATIVA AGRARIA NORANDINO LTDA,,CAÒA DE AZUCAR,PANELA ORGANICA,PIURA,HUANCABAMBA,HUANCABAMBA,0,0,252,0,0,"4,177,500",,250,0,0
PIU-2016-06,DESARROLLO APLICATIVO DE LA TECNICA DE CONTROL DE CALIDAD DEL PROCESO POST COSECHA Y MEJORAMIENTO DE LAS CARACTERISTICAS FISICOQUIMICAS DE LA PANELA O,OTROS,COOPERATIVA AGRARIA NORANDINO LTDA,,CAÒA DE AZUCAR,PANELA ORGANICA,PIURA,MORROPON,CHALACO,0,0,252,0,0,"4,177,500",,250,0,0
PIU-2016-07,"MEJORAMIENTO DE LA CALIDAD PRODUCTIVA Y FORTALECIMIENTO DE CAPACIDADES ORGANIZACIONALES PARA EL PROCESO DE PRODUCCION, ACOPIO, COMERCIALIZACION DEL C",GRANOS ANDINOS,ASPROMOR,,LEGUMINOSAS DE GRANO,FRIJOL CASTILLA GRANO SECO Y OTROS LEGUMINOSAS ANDINOS CANARIO Y BAYOS.,PIURA,MORROPON,MORROPON,667140,0,552,0,954600,"1,200,000",,250,0,0
PIU-2016-13,MORROPONIMPLEMENTACION DE SISTEMA INTERNO DE CONTROL Y CONTROL DE CALIDAD DE LA CADENA PRODUCTIVA DEL CAFÈ EN LA SIERRA DE PIURA ARTICULADOS A NORANDI,CAFE,COOPERATIVA AGRARIA NORANDINO LTDA,,CAFE,CAFE VERDE,PIURA,MORROPON,MORROPON,,0,0,0,0,0,3918750,0,0,0
PIU-2016-12,HUANCABAMBA IMPLEMENTACION DE SISTEMA INTERNO DE CONTROL Y CONTROL DE CALIDAD DE LA CADENA PRODUCTIVA DEL CAFÈ EN LA SIERRA DE PIURA ARTICULADOS A NOR,CAFE,COOPERATIVA AGRARIA NORANDINO LTDA,,CAFE,CAFE VERDE,PIURA,HUANCABAMBA,CANCHAQUE,,0,0,0,0,0,3918750,0,0,0
PIU-2016-08,AYABACAIMPLEMENTACION DE SISTEMA INTERNO DE CONTROL Y CONTROL DE CALIDAD DE LA CADENA PRODUCTIVA DEL CAFÈ EN LA SIERRA DE PIURA ARTICULADOS A NORANDIN,CAFE,COOPERATIVA AGRARIA NORANDINO LTDA,,CAFE,CAFE VERDE,PIURA,AYABACA,AYABACA,0,0,210,0,0,0,3918750,0,0,0
PIU-2016-11,MORROPONIMPLEMENTACION DE SISTEMA INTERNO DE CONTROL Y CONTROL DE CALIDAD DE LA CADENA PRODUCTIVA DEL CAFÈ EN LA SIERRA DE PIURA ARTICULADOS A NORANDI,CAFE,COOPERATIVA AGRARIA NORANDINO LTDA,,CAFE,CAFE VERDE,PIURA,MORROPON,CHALACO,,0,0,0,0,0,3918750,0,0,0
PIU-2016-09,MORROPONIMPLEMENTACION DE SISTEMA INTERNO DE CONTROL Y CONTROL DE CALIDAD DE LA CADENA PRODUCTIVA DEL CAFÈ EN LA SIERRA DE PIURA ARTICULADOS A NORANDI,CAFE,COOPERATIVA AGRARIA NORANDINO LTDA,,CAFE,CAFE VERDE,PIURA,MORROPON,CHALACO,0,0,210,0,0,0,3918750,0,0,0
PIU-2016-10,HUANCABAMBA IMPLEMENTACION DE SISTEMA INTERNO DE CONTROL Y CONTROL DE CALIDAD DE LA CADENA PRODUCTIVA DEL CAFÈ EN LA SIERRA DE PIURA ARTICULADOS A NOR,CAFE,COOPERATIVA AGRARIA NORANDINO LTDA,,CAFE,CAFE VERDE,PIURA,HUANCABAMBA,SONDOR,7890069.069,7890069.069,210,0,0,0,3918750,0,0,0
PIU-2016-01,"MEJORAMIENTO DEL MANEJO DE LA PRODUCCIÛN Y LA CALIDAD DE LECHE FRESCA, PARA LA PRODUCCION DE DERIVADOS LACTEOS EN LA REGIÛN PIURA.",QUESOS MADUROS,"ASOCCIÛN DE GANADEROS, PRODUCTORES DE LECHE Y SERVICIOS AGROPECUARIOS ALTO ANDINA.",,QUESO,QUESOS MADUROS,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,,0,0,0,0,83000,,44,0,0
PUN-2016-01,EXPORTACIÛN DE QUINUA ORG·NICO PARA EL MERCADO EUROPEO,GRANOS ANDINOS,COOPERATIVA AGRARIA MAIKU MARKA,,QUINUA,QUINUA,PUNO,PUNO,ACORA,1435000,0,0,0,0,500000,,96,0,0
PUN-2016-02,EXPORTACIÛN DE QUINUA ORG·NICO PARA EL MERCADO EUROPEO,GRANOS ANDINOS,AGROINDUSTRIAL CIRMA,,QUINUA,QUINUA,PUNO,PUNO,ACORA,1726800,0,0,0,0,5000000,,100,0,0
PUN-2016-03,EXPORTACIÛN DE QUINUA ORG·NICO PARA EL MERCADO EUROPEO,GRANOS ANDINOS,COOPERATIVA AGROINDUSTRIAL CABANA LTDA,,QUINUA,QUINUA,PUNO,SAN ROMAN,CABANA,4269246.4,0,0,0,0,5000000,,600,0,0
PUN-2016-04,COMERCIALIZACION DE QUESOS MADURADOS PARA EL MERCADO MEGIONAL,QUESOS MADUROS,CORPORACIÛN GANADERA RAMIREZ S.A.C.,,DERIVADOS LACTEOS,QUESOS MADURADOS,PUNO,LAMPA,PUCARA,180813.5,0,0,0,0,270000,,0,0,0
PUN-2016-05,COMERCIALIZACION DE QUESOS MADURADOS PARA EL MERCADO MEGIONAL,QUESOS MADUROS,ECOLACTEOS - HUATA,,DERIVADOS LACTEOS,QUESOS MADURADOS,PUNO,PUNO,HUATA,1733025,0,0,0,0,1300000,,200,0,0
PUN-2016-06,COMERCIALIZACION DE QUESOS MADURADOS PARA EL MERCADO MEGIONAL,QUESOS MADUROS,BIOINDUSTRIAS LACTEAS ESTRELLITA & BELE S.C.R.L.,,DERIVADOS LACTEOS,QUESOS MADURADOS,PUNO,LAMPA,CABANILLA,630898.5,0,0,0,0,400000,,40,0,0
PUN-2016-07,COMERCIALIZACION DE QUESOS MADURADOS PARA EL MERCADO MEGIONAL,QUESOS MADUROS,COOPERATIVA DE SERVICIOS SAN SANTIAGO-ACORA,,DERIVADOS LACTEOS,QUESOS MADURADOS,PUNO,PUNO,ACORA,218432.5,0,0,0,0,590000,,160,0,0
PUN-2016-08,COMERCIALIZACION DE QUESOS MADURADOS PARA EL MERCADO MEGIONAL,QUESOS MADUROS,INDUSTRIAS AGROALIMENTARIAS EL ESTABLO S.R.L.,,DERIVADOS LACTEOS,QUESOS MADURADOS,PUNO,LAMPA,LAMPA,670667,0,0,0,0,480000,,80,0,0
PUN-2016-09,COMERCIALIZACION DE QUESOS MADURADOS PARA EL MERCADO MEGIONAL,QUESOS MADUROS,AGROINDUSTRIAS EL NATURALITO E.I.R.L.,,DERIVADOS LACTEOS,QUESOS MADURADOS,PUNO,LAMPA,CABANILLA,334809,0,0,0,0,800000,,80,0,0
PUN-2016-10,EXPORTACION DE PAPAYITA ANDINA,PALTA Y OTROS FRUTALES,ASOCIACION DE PRODUCTORES DE PAPAYA ANDINA ORGANICA DE LA PROVINCIA DE SANDIA,,PAPAYITA ANDINA,PAPAYITA ANDINA FRESCA,PUNO,SANDIA,SANDIA,193587.5,0,0,0,0,1000000,,400,0,0
PUN-2016-11,EXPORTACIÛN DE CAFÈ ORG·NICO PARA EL MERCADO EUROPEO,CAFE,CENTRAL DE COOPERATIVAS AGRARIAS CAFETERAS DEL VALLE DE SANDIA LTDA- CECOVASA,,CAFE,CAF… ORG¡NICO,PUNO,SANDIA,SAN JUAN DEL ORO,2746985.53,632448.08,0,0,0,7000000,,3000,0,0
PUN-2016-12,COMERCIALIZACION DE QUESOS MADURADOS PARA EL MERCADO MEGIONAL,QUESOS MADUROS,ASOCIACION GRANJA DON BOSCO,,DERIVADOS LACTEOS,QUESOS MADURADOS,PUNO,MELGAR,AYAVIRI,342943.5,0,0,0,0,590000,,20,0,0
PUN-2016-13,COMERCIALIZACI”N DE QUESOS MADURADOS PARA EL MERCADO REGIONAL,QUESOS MADUROS,DERIVADOS LACTEOS EL TRIUNFO E.I.R.L.,,DERIVADOS LACTEOS,QUESOS MADURADOS,PUNO,MELGAR,LLALLI,207023,0,0,0,0,560000,,20,0,0
PUN-2016-14,COMERCIALIZACI”N DE QUESOS MADURADOS PARA EL MERCADO REGIONAL,QUESOS MADUROS,DERIVADOS LACTEOS TINAJANI E.I.R.L.,,DERIVADOS LACTEOS,QUESOS MADURADOS,PUNO,MELGAR,MACARI,282979,0,0,0,0,560000,,24,0,0
PUN-2016-15,EXPORTACION DE FIBRA DE ALPACA TOPS E HILOS,GANADERIA ALTOANDINA,COOPERATIVA DE SERVICIOS ESPECIALES ALPAQUERAS - PUNO (CECOALP),,FIBRA DE ALPACA,FIBRA DE ALPACA,PUNO,SAN ROMAN,JULIACA,,0,0,0,0,500000,,200,0,0
PUN-2016-16,EXPORTACION DE FIBRA DE ALPACA CLASIFICADA,GANADERIA ALTOANDINA,COOPERATIVA DE SERVICIOS ESPECIALES ALPAQUERAS - PUNO (CECOALP),,FIBRA DE ALPACA,FIBRA DE ALPACA,PUNO,SAN ROMAN,JULIACA,3249065.32,0,0,0,0,1200000,,180,0,0
PUN-2016-17,EXPORTACION DE FIBRA DE ALPACA CLASIFICADA,GANADERIA ALTOANDINA,ASOCIACION DE PRODUCTORES AGROPECUARIOS HITO QUILLCA,,FIBRA DE ALPACA,FIBRA DE ALPACA,PUNO,LAMPA,SANTA LUCIA,4730837.86,0,0,0,0,150000,,30,0,0
PUN-2016-18,EXPORTACI”N DE FIBRA DE ALPACA CLASIFICADA,GANADERIA ALTOANDINA,COOPERATIVA AGROPECUARIA DE SERVICIOS INTEGRALES AJOYANI,,FIBRA DE ALPACA,FIBRA DE ALPACA,PUNO,CARABAYA,AJOYANI,,0,0,0,0,400000,,130,0,0
PUN-2016-19,EXPORTACI”N DE FIBRA DE ALPACA CLASIFICADA,GANADERIA ALTOANDINA,MULTI COMUNAL PICOTANI,,FIBRA DE ALPACA,FIBRA DE ALPACA,PUNO,SAN ANTONIO DE PUTINA,PUTINA,,0,0,0,0,3200000,,280,0,0
PUN-2016-20,COMERCIALIZACION DE TRUCHA PARA EL MECADO NACIONAL,TRUCHA,EMPRESA PESQUERA CANAHUA E.I.R.L.,,TRUCHA,TRUCHA EVISCERADA FRESCA,PUNO,CHUCUITO,JULI,552500,0,0,0,0,500000,,30,0,0
PUN-2016-21-DPN,COMERCIALIZACION DE TRUCHA PARA EL MECADO NACIONAL,TRUCHA,TITIKAKA TROUT PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,,TRUCHA,TRUCHA ENTERA FRESCA,PUNO,CHUCUITO,POMATA,754000,0,0,0,0,1000000,,18,0,0
PUN-2016-22,COMERCIALIZACION DE TRUCHA PARA EL MECADO NACIONAL,TRUCHA,EMPRESA HAYDEK SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,,TRUCHA,TRUCHA FRESCA,PUNO,CHUCUITO,JULI,858500,0,0,0,0,300000,,25,0,0
PUN-2016-23,COMERCIALIZACI”N DE QUESOS MADURADOS PARA EL MERCADO REGIONAL,QUESOS MADUROS,AGRO ALIMENTARIA QUETAL S.R.L.,,DERIVADOS LACTEOS,QUESOS MADURADOS,PUNO,PUNO,PAUCARCOLLA,,0,0,0,0,1000,,5,0,0
PUN-2016-24,COMERCIALIZACI”N Y TRANFORMACION DE TOMATE DE ARBOL EN LA REGION DE PUNO,PALTA Y OTROS FRUTALES,ASOCIACION AGRO INDUSTRIAL Y ARTESANIAS DESPIERTA JOVEN OLLACHEINO,,TOMATE DE ·RBOL,N…CTAR DE TOMATE DE ARBOL,PUNO,CARABAYA,OLLACHEA,,0,0,0,0,0,,30,0,0
HUA-2016-18,MEJORAMIENTO DE LA CALIDAD DE GRANOS DE CACAO GRADO 1 PARA EXPORTACION,CACAO,COOPERATIVA AGROINDUSTRIAL TOCACHE LTDA,,CACAO,CACAO,SAN MARTIN,TOCACHE,TOCACHE,1892356,1892356,0,0,0,7969392,,200,0,0
TAC-2016-09,MEJORA DE LA GESTIÛN DE ASEGURAMIENTO DE LA CALIDAD E INOCUIDAD DE FRUTAS DE EXPORTACION,PALTA Y OTROS FRUTALES,ASOCIACION AGROINDUSTRIAL FUNDO LOS CARZOS - VALLE DE CINTO,,CUCURBITACEAS,CUCURBITACEAS,TACNA,JORGE BASADRE,LOCUMBA,405600,405600,21,570,0,120000,0,25,0,0
TAC-2016-12,MEJORAMIENTO DE LA COMPETITIVIDAD COMERCIAL DE LA CADENA DE VALOR DE ACEITUNA DE EXPORTACIÛN,PALTA Y OTROS FRUTALES,ASOCIACION OLIVICULTORES LA YARADA 5 Y 6,,ACEITUNA,ACEITUNA,TACNA,TACNA,TACNA,414000,414000,28,1900,0,20000,150000,43,321,0
TAC-2016-08,"MEJORAMIENTO DE LA COMPETITIVIDAD COMERCIAL DE LA CADENA DE VALOR DE OREGANO DE EXPORTACIÛN , CAMBAYA",OTROS,ASOCIACION DE PRODUCTORES DEL OREGANO CATARATAS DE PANINA-CAMBAYA,,OREGANO DESHIDRATADO EN HOJAS,OREGANO,TACNA,JORGE BASADRE,ILABAYA,,0,0,0,0,150000,350000,30,340,0
TAC-2016-11,"FORTALECIMIENTO DE LAS CAPACIDADES PARA EL MEJORAMIENTO DE LA COSECHA, POST COSECHA Y COMERCIALIZACI”N DE TARA EN LA PROVINCIA JORGE BASADRE",FORESTAL,ASOCIACION DE PRODUCTORES LA FLOR DE TARA DE PAMPA SITANA,,TARA,VAINA DE TARA,TACNA,JORGE BASADRE,LOCUMBA,14800,0,52,1950,0,18000,,30,250,0
TAC-2016-01,MEJORAMIENTO DE LA COMPETITIVIDAD TECNICA PRODUCTIVA Y COMERCIAL DE LA LINEA DE OREGANO DESHIDRATADO EN HOJAS PARA EXPORTACION - BOROGUE—A,OTROS,ASOC DE PROD DE CULTIVOS MULTIPLES DE BOROGUE—A,,OREGANO DESHIDRATADO EN HOJAS,OREGANO,TACNA,JORGE BASADRE,ILABAYA,421048,421048,26,600,0,0,165000,80,0,0
TAC-2016-02,INNOVACI”N Y ESTANDARIZACI”N DE LA GESTI”N DE INOCUIDAD Y CALIDAD DE LA CADENA DE VALOR DEL OR…GANO DESHIDRATADO EN HOJAS - CORAGUAYA,OTROS,ASOCIACIÛN DE PRODUCTORES AGROINDUSTRIALES DE CORAGUAYA,,OREGANO DESHIDRATADO EN HOJAS,OREGANO,TACNA,JORGE BASADRE,ILABAYA,142500,142500,26,490,0,0,160000,70,0,0
TAC-2016-03,MEJORAMIENTO DE LA COMPETITIVIDAD TECNICA Y COMERCIAL DE LA LINEA DE OREGANO PARA EXPORTACION DE LA EMPRESA NOVOS DISTRIBUCION Y EXPORTACION DEL PER ,OTROS,NOVOS DISTRIBUCIÛN Y EXPORTACIÛN DEL PERU S.A.C.,,OREGANO DESHIDRATADO EN HOJAS,OREGANO,TACNA,TARATA,TARATA,1131300,1131300,97,2990,0,0,960000,180,0,0
TAC-2016-04,MEJORAMIENTO DE LA COMPETITIVIDAD TECNICA PRODUCTIVA Y COMERCIAL DE LA LINEA DE OREGANO DESHIDRATADO EN HOJAS PARA EXPORTACION - TARATA,OTROS,ASOCIACIÛN DE PRODUCTORES AGROPECUARIOS M˙LTIPLES DE YABROCO - ASPAMY / ASOCIACIÛN DE PRODUCTORES AGRARIOS DE SUSAPAYA - ASPASU,,OREGANO DESHIDRATADO EN HOJAS,OREGANO,TACNA,TARATA,SUSAPAYA,668416.8,668416.8,28,950,0,0,200000,130,0,0
TAC-2016-05,INNOVACION Y ESTANDARIZACION DE LA GESTION DE INOCUIDAD Y CALIDAD DE LA CADENA DE VALOR DEL OREGANO DESHIDRATADO EN HOJAS PARA EXPORTACION -,OTROS,ESPECERIAS DEL SUR,,OREGANO DESHIDRATADO EN HOJAS,OREGANO,TACNA,TACNA,PALCA,1092403.2,1092403.2,0,0,0,0,1200000,75,0,0
TAC-2016-07,DESARROLLO DE VALOR AGREGADO Y ARTICULACION COMERCIAL DE FIBRA DE ALPACA CON VALOR AGREGADO CON PRODUCTORES ALPAQUEROS DE TACNA,GANADERIA ALTOANDINA,COMUNIDAD CAMPESINA ALTO PER⁄,,FIBRA DE ALPACA,FIBRA DE ALPACA,TACNA,TACNA,PALCA,,0,0,0,0,250000,0,300,0,0
TAC-2016-08,MEJORA DE LA GESTION DE ASEGURAMIENTO DE LA CALIDAD DE ACEITUNA PARA SU EXPORTACION - LA YARADA,OTROS,ASOCIACION DE AGRICULTORES EXPORTADORES HOSPICIO N∞60 LA YARADA,,ACEITUNA,ACEITUNA,TACNA,TACNA,INCLAN,469800,0,30,1080,0,0,860000,90,0,0
TAC-2016-11,MEJORAMIENTO DE LA COMPETITIVIDAD E INNOVACIÛN DE LOS PROCESOS DE GESTIÛN DE CALIDAD E INOCUIDAD DE LOS CULTIVOS DE AGROEXPORTABLES,PALTA Y OTROS FRUTALES,ASOCIACION DE FRUTICULTORES Y AGROINDUSTRIALES DEL VALLE DE CINTO - LOCUMBA,,CUCURBITACEAS,CUCURBITACEAS,TACNA,JORGE BASADRE,LOCUMBA,800000,800000,22,1250,0,220000,0,50,0,0
